GPSTime,easting,northing,altitude,vel_east,vel_north,vel_up,roll,pitch,heading,angvel_z,angvel_y,angvel_x
1628184886518266,623425.5423358922,4848821.001065103,153.8522774607978,-0.0007490547842665,0.0006796076110307,-0.0004513201623172,-0.0102603192553528,-0.019729407017131,0.5777889820736111,0.0001961094638451,-0.0030051924898971,-0.0037392525720147
1628184886621965,623425.542356438,4848821.001067123,153.85227901781514,7.91151664154597e-05,0.0001468432563275,1.400261357870802e-05,-0.0102533249652065,-0.0197903904065473,0.5777628439202026,-0.0011724437773526,-0.0070960655284551,0.0051734197129217
1628184886725725,623425.5423428927,4848821.00106249,153.85227694145698,0.0020711196588392,-0.0002759942951944,0.0011101225022097,-0.0102705456048915,-0.0197493041774831,0.5777787151281084,0.0005675987411774,-0.0022244217848299,0.0026678704242262
1628184886829363,623425.5423477376,4848821.001066298,153.85227682190342,0.0004574303688678,0.0003504994245762,-0.0005549113937086,-0.0102612944995431,-0.0197650729335152,0.5777931104922404,-0.0059748804055299,-0.0145683449109442,-0.0003307018532166
1628184886933000,623425.5423509537,4848821.001073015,153.8522782518533,-0.0009013607000812,0.0002838462177501,-0.0010141227101243,-0.0102383236917548,-0.0197732145129098,0.5778355395632898,0.0058425578993886,0.0083608260127924,-0.0015963209385682
1628184887036760,623425.5423324361,4848821.001059912,153.85227736953314,-0.0004490449841544,-0.0006538024751324,3.652391725085363e-05,-0.0102752947881409,-0.0197174948732583,0.5778121401060904,0.0016128194337159,4.826322480165196e-05,-0.0046857169671813
1628184887140459,623425.5423595702,4848821.001065755,153.85227661410318,-0.0011127409451403,-0.0006566154960711,0.0013079587927089,-0.0102624500332345,-0.0198019099687778,0.5778226020018378,-0.0014476132165059,0.0025966315730361,0.0015798275374343
1628184887244280,623425.542341315,4848821.001065295,153.8522771435278,-0.0004401863104055,0.0004067702413897,-1.989431657235636e-06,-0.0102620721205602,-0.0197507094787485,0.5778172054663921,0.0001655290825111,0.003518289496931,-0.0057772492439241
1628184887347978,623425.5423566415,4848821.001082578,153.8522794849743,0.0007954126988803,0.0008998918410323,-0.0007657548590837,-0.0102076136069942,-0.0197969268195266,0.5778234569187999,0.0006266242058803,-0.0066073617823168,0.0088251036678116
1628184887451677,623425.5423514755,4848821.001070426,153.85227844980204,0.0011055781284557,-0.0003364995788858,-2.450829270944756e-05,-0.0102449478033695,-0.0197758716863243,0.5778444988957302,-5.847365775455377e-05,0.0031520484834061,0.0013834971279607
1628184887555376,623425.542343439,4848821.00106765,153.8522772332368,0.0002696122693524,-0.0010498069030225,0.000414829892041,-0.0102587095834933,-0.0197541427603705,0.5778319650854612,-0.0019972203367755,-0.0042820901880081,-0.0038778984074895
1628184887659197,623425.5423674263,4848821.001070391,153.85227684618047,-0.0002850862288134,0.0001572990927585,-0.0005627400908512,-0.0102480164673412,-0.0198279375954333,0.577837371510343,0.0015991143063337,0.0025544085047595,0.0015409278518842
1628184887762895,623425.5423455539,4848821.001065681,153.85227727080644,-0.0010074451889921,0.0002943777023253,-0.0005318673204612,-0.0102594708514977,-0.0197611225798839,0.5778361694740001,-0.0009524574637968,0.0108326772126755,-0.0077777651145013
1628184887866594,623425.5423603016,4848821.001075374,153.85227914911388,-0.0006411844368825,-0.0006728857476456,0.0004042057383905,-0.0102283148333982,-0.0198111114709306,0.5778538788274856,-0.0001082795607242,-0.0037511675486181,0.0017742943317262
1628184887970293,623425.5423546615,4848821.001066555,153.8522768388254,0.0007011969801009,-0.0001923597245312,0.0007146616960338,-0.010260765680838,-0.0197970063399553,0.5778785554059255,-0.0014133716989342,0.0067900852639579,0.0023362661982019
1628184888073931,623425.5423359704,4848821.001066703,153.85227729733433,0.0004701096321219,0.0004521756096284,-0.0005960328141357,-0.0102582802687946,-0.0197352476341114,0.5778499869540626,-0.002230040139063,-0.0048868064288599,0.0049465531853278
1628184888177630,623425.542362927,4848821.001063843,153.85227799402983,0.0004595458272965,9.123813192310696e-05,-0.0008095482196193,-0.0102690001881169,-0.0198142870625235,0.5778315674954606,-0.0014394014500836,-0.0032013793248456,0.0044901668348889
